LakeID,LakeName,latitude,longitude
163,Abaya,6.10002000000,37.71440000000
22,Turkana,3.09218000000,36.26790000000
24,Albert,1.72456000000,30.94360000000
160,Toba,2.43431000000,98.99480000000
75,Kyoga,1.43526000000,32.62400000000
9910439,,77.07610000000,-20.64420000000
492,,72.76930000000,-94.82820000000
1303,Crooked,72.56090000000,-98.35380000000
602,Zeta,70.94220000000,-106.54800000000
833,Angajurjualuk,71.14110000000,-78.96470000000
1401,Quartz,70.95830000000,-80.54390000000
1245,Tahiryuak,70.96120000000,-112.16100000000
1200,Namaycush,70.76770000000,-108.26200000000
1561,Nina Bang,70.84960000000,-79.49780000000
457,Erichsen,70.66150000000,-80.51100000000
218,Teshekpuk,70.59320000000,-153.58500000000
567,,70.36570000000,-73.12950000000
561,,70.54360000000,-73.63530000000
1048,Neergaure,70.21760000000,-79.92600000000
1605,,70.26110000000,-106.37400000000
625,Washburn,70.06990000000,-107.44600000000
1091,Tahoe,70.00200000000,-108.42400000000
1045,Quunnguq,69.88590000000,-112.69200000000
1426,Jayko,69.81180000000,-103.19700000000
1424,,69.66590000000,-109.11600000000
1109,,69.74200000000,-104.52700000000
1504,Jekyll,69.70600000000,-93.65740000000
712,Surrey,69.62620000000,-107.18800000000
321,Labaz,69.42110000000,-105.26600000000
1300,,69.57970000000,-75.41810000000
1150,Pangnikto,69.54090000000,-92.83020000000
477,Netsilik,69.27990000000,-93.08930000000
6380,,69.31260000000,-108.60500000000
210,Eskimo Southern,68.69480000000,-132.96300000000
1445,,69.22520000000,-105.66900000000
5644,,69.05220000000,-110.62500000000
11896,Lady Melville,69.17810000000,-92.36310000000
389,Hall,68.65210000000,-82.30650000000
411,Bluenose,68.46120000000,-119.71500000000
611,Sitidgi,68.53790000000,-132.71400000000
1154,,68.26560000000,-116.69900000000
1468,,67.69040000000,-131.79100000000
1442,,67.52090000000,-127.14800000000
988,Horton,67.48180000000,-122.44700000000
538,Maunoir,67.47500000000,-124.92900000000
1593,,67.22950000000,-113.23600000000
951,MacNaughton,67.30990000000,-98.49000000000
475,Aubry,67.39790000000,-126.44200000000
407,Colville,67.16110000000,-125.98200000000
386,,66.92910000000,-96.12930000000
400,Bois,66.82410000000,-125.21200000000
596,Belot,66.89290000000,-126.29300000000
1262,,66.76420000000,-112.97700000000
1193,Curtis,66.78940000000,-89.01400000000
1822,,66.47520000000,-100.85000000000
1201,,66.44010000000,-103.38000000000
1093,,66.31450000000,-97.69710000000
792,Rockinghorse,65.81360000000,-112.31800000000
